Index,Location,Name,Category,Image,Timings
262,Jewel,Picota Nail Spa,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-pandora.jpg,6 AM - 1 AM
263,Jewel,Pokemon,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-pandora.jpg,6 AM - 12 AM
264,T3,Presto Drycleaners,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-pandora.jpg,10 AM - 10 PM
265,Jewel,Prettyfit,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/prettyfit_brand_logo_size_2.jpg,10 AM - 10 PM
266,Jewel,Puma,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/1071.jpg,6 AM - 12 AM
267,Jewel,QB House Kids,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/1071.jpg,6 AM - 12 AM
268,Jewel,Rich & Good Cake Shop� Since 1997,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/1071.jpg,10 AM - 10 PM
269,Jewel,Rip Curl,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/pedro_brand_logo_size_2.jpg,10 AM - 10 PM
270,Jewel,Risis Tresor,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/768.jpg,10 AM - 11 PM
271,Jewel,Rookie,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/petit%20bateau_brand_logo_size_2.png,10 AM - 10 PM
272,Jewel,Rubi,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/picota_nail_spa_brand_logo_size_2.jpg,10 AM - 10 PM
273,Jewel,Samjin Amook,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/pokemon_center_brand_logo_size_2.jpg,10 AM - 10 PM
274,T3,Samsonite,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/1488.jpg,10 AM - 9 PM
275,Jewel,Samsonite Black Label,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/prettyfit_brand_logo_size_2.jpg,10 AM - 10 PM
276,T2,See's Candies/Cards n Such,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/puma_brand_logo_size_2.png,10 AM - 10 PM
277,Jewel,Seed Heritage,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/qb_house_kids_brand_logo_size_2.gif,10 AM - 10 PM
278,T3,Seiki Travel,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/rich_and_good_brand_logo_size_2.jpg,9 AM - 11 PM
279,T3,Seven Stop,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/ripcurl_brand_logo_size_2.png,10 AM - 10 PM
280,Jewel,Shaw Theatres,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/risis_tresor_logo.jpg,9 AM - 11 PM
281,Jewel,Sincere Fine Watches,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/rookie_logo.jpg,10 AM - 10 PM
282,T1,Sixt Rent a Car,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/rubi_brand_logo_size_2.jpg,10 AM - 10 PM
283,T3,Sk Jewellery,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/samjin_amook_brand_logo_size_2.jpg,10 AM - 10 PM
284,Jewel,Sk Jewellery,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-samsonite.jpg,10 AM - 11 PM
285,Jewel,Skechers,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/samsonite_black_label_brand_logo_size_2.jpg,9 AM - 11 PM
286,Jewel,Skeda,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-sees_candies_cards_n_such.jpg,7 AM - 11 PM
287,Jewel,Sole Spirit,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/seed_heritage_logo.jpg,10 AM - 10 PM
288,Jewel,Spectacle Hut Boutique,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-seiki_travel.jpg,10 AM - 11 PM
289,T1,Starhub,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-seven_stop.jpg,Open 24 Hours
290,T2,Starhub,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/shaw_brand_logo_size_2.jpg,9 30 AM - 3 AM
291,T4,Starhub,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/sincere_logo.jpg,9 AM - 11 PM
292,T3,Starhub,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/1542.jpg,7 AM - 11 PM
293,T3,Sugar,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-sk_jewellery.jpg,7 AM - 11 PM
294,Jewel,Sultans of Shave,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-sk_jewellery.jpg,10 AM - 10 PM
295,T1,Sum37/WHOO,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/skechers_logo.jpg,10 AM - 10 PM
296,T3,Sunglass Hut,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/skeda_brand_logo_size_2.png,10 AM - 10 PM
297,T1,Sunglass Hut,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/sole_spirit_brand_logo_size_2.png,10 AM - 10 PM
298,T2,Sunglass Hut,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/spectacle%20hut_brand_logo_size_2.png,9 AM - 11 PM
299,T4,Sunglass Hut,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-starhub.jpg,7 AM - 12 AM
300,Jewel,Supermama,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-starhub.jpg,7 AM - 12 AM
301,Jewel,Sweet Monster,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-starhub.jpg,7 AM - 11 PM
302,T3,Szan,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-starhub.jpg,Open 24 Hours
303,Jewel,T.M.Lewin,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-sugar_cube.jpg,10 AM - 11 PM
304,T4,Taste Singapore,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/sultans_of_shave_brand_logo_size_2.jpg,10 AM - 10 PM
305,Jewel,Taste Singapore,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-sum37_whoo.jpg,7 AM - 11 PM
306,Jewel,The Better Toy Store,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/the_better_toy_store_brand_logo_size_2.jpg,10 AM - 11 PM
307,T3,The Blues,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-the_blues.jpg,6 AM - 12 AM
308,T3,The Body Shop,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-bodyshop.jpg,6 AM - 1 AM
309,Jewel,The Body Shop,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-bodyshop.jpg,6 AM - 12 AM 
310,T3,The Cocoa Trees,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/supermama_brand_logo_size_2.jpg,10 AM - 10 PM
311,T1,The Cocoa Trees,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/sweet_monster_brand_logo_size_2.jpg,10 AM - 10 PM
312,T4,The Cocoa Trees,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-szan.jpg,10 AM - 11 PM
313,Jewel,The Cookie Museum,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/the_cookie_museum_logo.png,Open 24 Hours
314,T2,The Golden Duck Co,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/1549.jpg,6 AM - 12 AM
315,T3,The Golden Duck Co,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/1549.jpg,9 AM - 11 PM
316,Jewel,The Green Party,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/1549.jpg,6 AM - 12 AM
317,T3,The Haven by JetQuay,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/the_better_toy_store_brand_logo_size_2.jpg,10 AM - 10 PM
318,T3,The Little Shop,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-the_blues.jpg,10 AM - 11 PM
319,Jewel,The Orchid Skin,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-bodyshop.jpg,10 AM - 11 PM
320,T3,The Paul Frank Store,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-bodyshop.jpg,10 AM - 10 PM
321,T3,The Planet Traveller,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-cocoa_trees.jpg,6 AM - 12 AM
322,Jewel,The Shirt Bar,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-cocoa_trees.jpg,Open 24 Hours
323,Jewel,The Smell Lab,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-cocoa_trees.jpg,Open 24 Hours
324,Jewel,Thye Moh Chan,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/the_cookie_museum_logo.png,9 AM - 11 PM
325,T2,Timberland,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/1326.jpg,7 AM - 11 PM
326,Jewel,Timeless,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/1326.jpg,10 AM - 10 PM
327,Jewel,Times Junior,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/thegreenparty_logo.jpg,10 AM - 10 PM
328,Jewel,Tokyu Hands,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-the_haven.jpg,Open 24 Hours
329,Jewel,Tong Garden,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-the_little_shop.jpg,10 AM - 11 PM
330,Jewel,Tonymoly,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/the_orchid_skin_brand_logo_size_2.jpg,10 AM - 10 PM
331,T1,Travelex Money Changer,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-paul_frank.jpg,10 AM - 11 PM
332,T2,Travelex Money Changer,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-planet_traveller.jpg,10 AM - 10 PM
333,T3,Travelex Money Changer,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/the_shirt_bar_brand_logo_60x60.jpg,10 AM - 10 PM
334,T4,Travelex Money Changer,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/the_shirt_bar_brand_logo_60x60.jpg,10 AM - 10 PM
335,T2,Travellers,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/the_smell_lab_brand_logo_size_2.jpg,10 AM - 10 PM
336,T3,Travellers,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/thye_moh_chan_brand_logo_size_2.jpg,4 AM - 2 AM
337,Jewel,Trendyhub,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/timberland_brand_logo_size_2.jpg,10 AM - 10 PM
338,Jewel,Triumph,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/timeless_brand_logo_size_2.jpeg,10 AM - 10 PM
339,Jewel,Turtle,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/times_junior_brand_logo_size_2.jpg,10 AM - 10 PM
340,Jewel,Typo,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/tokyu_hands_brand_logo_size_2.jpg,10 AM - 10 PM
341,Jewel,Unicalf,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/tong_garden_logo.jpg,9 AM - 11 PM
342,Jewel,Uniqlo,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/1530.jpg,Open 24 Hours
343,T1,Uniqlo,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/1530.jpg,Open 24 Hours
344,T4,Uniqlo,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/1530.jpg,Open 24 Hours
345,T3,Unity Pharmacy,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/1530.jpg,Open 24 Hours
346,T1,Unity Pharmacy,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/1530.jpg,Open 24 Hours
347,T2,Unity Pharmacy,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/1530.jpg,Open 24 Hours
348,T4,Unity Pharmacy,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/1530.jpg,Open 24 Hours
349,Jewel,Urban Revivo,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-travellers.jpg,7 AM - 11 PM
350,Jewel,Vans,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-travellers.jpg,7 AM - 11 PM
351,Jewel,Victoria's Secret,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/trendyhub_logo.jpg,10 AM - 10 PM
352,Jewel,Vision Lab Eyewear,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/triumph_brand_logo_size_2.jpg,10 AM - 10 PM
353,Jewel,W Optics,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/turtle_brand_logo_size_2.png,10 AM - 10 PM
354,T3,Wain's,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/typo_logo.jpg,10 AM - 10 PM
355,T3,Wan Yang Foot Reflexology,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/unicalf_logo.jpg,10 AM - 10 PM
356,T3,Watson's Personal Care Store,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-uniqlo.jpg,10 AM - 10 PM
357,T4,Watson's Personal Care Store,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-uniqlo.jpg,6 AM - 12 AM
358,Jewel,Watson's Personal Care Store,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-uniqlo.jpg,6 AM - 12 AM
359,T1,WH Smith,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/1463.jpg,10 AM - 11 PM
360,T2,WH Smith,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/urban_revivo_logo.jpg,10 AM - 10 PM
361,T3,WH Smith,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/vans_brand_logo_size_2.png,10 AM - 10 PM
362,T4,WH Smith,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/Victoria's%20Secret%20Logo%20Size%202.jpg,10 AM - 10 PM
363,Jewel,Xi,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/vision_lab_logo.jpg,10 AM - 10 PM
364,Jewel,Xpressflower.com,Shopping,http://www.changiairport.com/content/dam/jca-project/tenant/60/w_optics_brand_logo_size_2.jpg,10 AM - 10 PM
365,Jewel,Yacht 21,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/1541.jpg,10 AM - 11 PM
366,T3,Zara,Shopping,http://www.changiairport.com/content/dam/cag/ikiosk/logo/168.jpg,10 AM - 11 PM
367,Jewel,Zara,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-watsons.jpg,Open 24 Hours
368,T3,Zone X,Shopping,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-watsons.jpg,7 AM - 11 PM
369,T1,DFS Wines & Spirits,Duty Free Alcohol,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-wine_spirits.jpg,Open 24 Hours
370,T2,DFS Wines & Spirits,Duty Free Alcohol,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-wine_spirits.jpg,Open 24 Hours
371,T3,DFS Wines & Spirits,Duty Free Alcohol,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-wine_spirits.jpg,Open 24 Hours
372,T4,DFS Wines & Spirits,Duty Free Alcohol,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-wine_spirits.jpg,Open 24 Hours
373,T1,Bottles & Bottles,Duty Free Alcohol,http://www.changiairport.com/content/dam/jca-project/tenant/60/bottles_bottles_brand_logo_size_2.png,Open 24 Hours
373,T2,DFS Vintage,Duty Free Alcohol,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-dfs_vintage.jpg,Open 24 Hours
373,T4,8 by Bottles & Bottles,Duty Free Alcohol,http://www.changiairport.com/content/dam/cag/ikiosk/logo/1533.png,Open 24 Hours
373,Jewel,DFS Wines & Spirits,Duty Free Alcohol,http://www.changiairport.com/content/dam/cag/shop/shop_logos/270x270-logos-wine_spirits.jpg,Open 24 Hours
,T1,Adidas,Shopping,http://www.changiairport.com/content/dam/cag/shop/brandimages-D/1140x425-lvl3_masthead-adidas_originals.jpg,7 AM - 11 PM
,T2,Adidas,Shopping,http://www.changiairport.com/content/dam/cag/shop/brandimages-D/1140x425-lvl3_masthead-adidas_originals.jpg,7 AM - 11 PM
,T3,Adidas,Shopping,http://www.changiairport.com/content/dam/cag/shop/brandimages-D/1140x425-lvl3_masthead-adidas_originals.jpg,7 AM - 11 PM
,T4,Adidas,Shopping,http://www.changiairport.com/content/dam/cag/shop/brandimages-D/1140x425-lvl3_masthead-adidas_originals.jpg,7 AM - 11 PM
,T1,New Balance,Shopping,http://www.changiairport.com/content/dam/cag/fpo/chocolates_candiesdelicatessen-1110x425.png,7 AM - 11 PM
5,T1,Nike,Shopping,http://www.changiairport.com/content/dam/cag/fpo/chocolates_candiesdelicatessen-1110x425.png,7 AM - 11 PM
,T2,New Balance,Shopping,http://www.changiairport.com/content/dam/cag/fpo/chocolates_candiesdelicatessen-1110x425.png,7 AM - 11 PM
,T2,Nike,Shopping,http://www.changiairport.com/content/dam/cag/fpo/chocolates_candiesdelicatessen-1110x425.png,7 AM - 11 PM
,T3,New Balance,Shopping,http://www.changiairport.com/content/dam/cag/fpo/chocolates_candiesdelicatessen-1110x425.png,7 AM - 11 PM
,T3,Nike,Shopping,http://www.changiairport.com/content/dam/cag/fpo/chocolates_candiesdelicatessen-1110x425.png,7 AM - 11 PM
,T4,New Balance,Shopping,http://www.changiairport.com/content/dam/cag/fpo/chocolates_candiesdelicatessen-1110x425.png,7 AM - 11 PM
,T4,Nike,Shopping,http://www.changiairport.com/content/dam/cag/fpo/chocolates_candiesdelicatessen-1110x425.png,7 AM - 11 PM
,T1,Nike,Footwear,http://www.changiairport.com/content/dam/cag/fpo/chocolates_candiesdelicatessen-1110x425.png,
,T2,New Balance,Footwear,http://www.changiairport.com/content/dam/cag/fpo/chocolates_candiesdelicatessen-1110x425.png,
,T2,Nike,Footwear,http://www.changiairport.com/content/dam/cag/fpo/chocolates_candiesdelicatessen-1110x425.png,
,T3,New Balance,Footwear,http://www.changiairport.com/content/dam/cag/fpo/chocolates_candiesdelicatessen-1110x425.png,
,T3,Nike,Footwear,http://www.changiairport.com/content/dam/cag/fpo/chocolates_candiesdelicatessen-1110x425.png,
,T4,New Balance,Footwear,http://www.changiairport.com/content/dam/cag/fpo/chocolates_candiesdelicatessen-1110x425.png,
,T4,Nike,Footwear,http://www.changiairport.com/content/dam/cag/fpo/chocolates_candiesdelicatessen-1110x425.png,
,,,,,
